Events,Location,Date,R_fighter,B_fighter,Winner,R_odds,B_odds,Favorite,Who_won
UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada",2023-07-15,Carl Deaton,Alex Munoz,Alex Munoz,200,-208,Alex Munoz,favorite
UFC Fight Night: Holm vs. Bueno Silva,"Las Vegas, Nevada",2023-07-15,Ashlee Evans-Smith,Ailin Perez,Ailin Perez,230,-222,Ailin Perez,favorite
UFC Fight Night: Aspinall vs. Tybura,London,2023-07-22,Tom Aspinall,Marcin Tybura,Tom Aspinall,-455,420,Tom Aspinall,favorite
UFC Fight Night: Aspinall vs. Tybura,London,2023-07-22,Molly McCann,Julija Stoliarenko,Julija Stoliarenko,-200,188,Molly McCann,underdog
UFC Fight Night: Aspinall vs. Tybura,London,2023-07-22,Andre Fili,Nathaniel Wood,Nathaniel Wood,188,-196,Nathaniel Wood,favorite
UFC Fight Night: Aspinall vs. Tybura,London,2023-07-22,Paul Craig,Andre Muniz,Paul Craig,200,-222,Andre Muniz,underdog
UFC Fight Night: Aspinall vs. Tybura,London,2023-07-22,Jai Herbert,Fares Ziam,Fares Ziam,150,-149,Fares Ziam,favorite
UFC Fight Night: Aspinall vs. Tybura,London,2023-07-22,Lerone Murphy,Joshua Culibao,Lerone Murphy,-141,135,Lerone Murphy,favorite
UFC Fight Night: Aspinall vs. Tybura,London,2023-07-22,Davey Grant,Daniel Marcos,Daniel Marcos,130,-135,Daniel Marcos,favorite
UFC Fight Night: Aspinall vs. Tybura,London,2023-07-22,Danny Roberts,Jonny Parsons,Jonny Parsons,-133,130,Danny Roberts,underdog
UFC Fight Night: Aspinall vs. Tybura,London,2023-07-22,Marc Diakiese,Joel Alvarez,Joel Alvarez,185,-189,Joel Alvarez,favorite
UFC Fight Night: Aspinall vs. Tybura,London,2023-07-22,Michael Parkin,Jamal Pogues,Michael Parkin,134,-135,Jamal Pogues,underdog
UFC Fight Night: Aspinall vs. Tybura,London,2023-07-22,Makhmud Muradov,Bryan Barberena,Makhmud Muradov,-323,300,Makhmud Muradov,favorite
UFC Fight Night: Aspinall vs. Tybura,London,2023-07-22,Ketlen Vieira,Pannie Kianzad,Ketlen Vieira,-147,140,Ketlen Vieira,favorite
UFC Fight Night: Aspinall vs. Tybura,London,2023-07-22,Chris Duncan (2),Yanal Ashmoz,Chris Duncan (2),-130,126,Chris Duncan (2),favorite
UFC Fight Night: Aspinall vs. Tybura,London,2023-07-22,Bruna Brasil,Shauna Bannon,Bruna Brasil,-143,125,Bruna Brasil,favorite
UFC Fight Night: Aspinall vs. Tybura,London,2023-07-22,Jafel Filho,Daniel Barez,Jafel Filho,-105,100,Jafel Filho,favorite
UFC 291,"Salt Lake City, Utah",2023-07-29,Dustin Poirier,Justin Gaethje,Justin Gaethje,-149,135,Dustin Poirier,underdog
UFC 291,"Salt Lake City, Utah",2023-07-29,Alex Pereira,Jan Blachowicz,Alex Pereira,105,-105,Jan Blachowicz,underdog
UFC 291,"Salt Lake City, Utah",2023-07-29,Derrick Lewis,Marcos Rogerio de Lima,Derrick Lewis,185,-200,Marcos Rogerio de Lima,underdog
UFC 291,"Salt Lake City, Utah",2023-07-29,Tony Ferguson,Bobby Green,Bobby Green,300,-345,Bobby Green,favorite
UFC 291,"Salt Lake City, Utah",2023-07-29,Michael Chiesa,Kevin Holland,Kevin Holland,130,-135,Kevin Holland,favorite
UFC 291,"Salt Lake City, Utah",2023-07-29,Trevin Giles,Gabriel Bonfim,Gabriel Bonfim,295,-333,Gabriel Bonfim,favorite
UFC 291,"Salt Lake City, Utah",2023-07-29,Carlos Vergara,Vinicius Salvador,Carlos Vergara,-149,150,Carlos Vergara,favorite
UFC 291,"Salt Lake City, Utah",2023-07-29,Claudio Ribeiro,Roman Kopylov,Roman Kopylov,200,-208,Roman Kopylov,favorite
UFC 291,"Salt Lake City, Utah",2023-07-29,Jake Matthews,Darrius Flowers,Jake Matthews,-250,240,Jake Matthews,favorite
UFC 291,"Salt Lake City, Utah",2023-07-29,Matt Semelsberger,Uros Medic,Uros Medic,-200,185,Matt Semelsberger,underdog
UFC 291,"Salt Lake City, Utah",2023-07-29,Miranda Maverick,Priscila Cachoeira,Miranda Maverick,-278,250,Miranda Maverick,favorite
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada",2023-08-12,Vicente Luque,Rafael dos Anjos,Vicente Luque,105,-115,Rafael dos Anjos,underdog
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada",2023-08-12,Cub Swanson,Hakeem Dawodu,Cub Swanson,190,-227,Hakeem Dawodu,underdog
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada",2023-08-12,Khalil Rountree,Chris Daukaus,Khalil Rountree,-175,163,Khalil Rountree,favorite
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada",2023-08-12,Polyana Viana,Iasmin Lucindo,Iasmin Lucindo,163,-185,Iasmin Lucindo,favorite
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada",2023-08-12,Tafon Nchukwi,AJ Dobson,AJ Dobson,-143,125,Tafon Nchukwi,underdog
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada",2023-08-12,Josh Fremd,Jamie Pickett,Josh Fremd,-333,285,Josh Fremd,favorite
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada",2023-08-12,Marcus McGhee,J.P. Buys,Marcus McGhee,-345,300,Marcus McGhee,favorite
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada",2023-08-12,Terrance McKinney,Mike Breeden,Terrance McKinney,-270,240,Terrance McKinney,favorite
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada",2023-08-12,Francis Marshall,Isaac Dulgarian,Isaac Dulgarian,-161,140,Francis Marshall,underdog
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada",2023-08-12,Martin Buday,Josh Parisian,Martin Buday,-196,185,Martin Buday,favorite
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada",2023-08-12,Montserrat Ruiz,Jaqueline Amorim,Jaqueline Amorim,205,-250,Jaqueline Amorim,favorite
UFC Fight Night: Luque vs. Dos Anjos,"Las Vegas, Nevada",2023-08-12,Juliana Miller,Luana Santos,Luana Santos,128,-147,Luana Santos,favorite
UFC Fight Night: Holloway vs. Jung,Singapore,2023-08-26,Max Holloway,Chan Sung Jung,Max Holloway,-667,550,Max Holloway,favorite
UFC Fight Night: Holloway vs. Jung,Singapore,2023-08-26,Anthony Smith,Ryan Spann,Anthony Smith,125,-149,Ryan Spann,underdog
UFC Fight Night: Holloway vs. Jung,Singapore,2023-08-26,Giga Chikadze,Alex Caceres,Giga Chikadze,-227,190,Giga Chikadze,favorite
UFC Fight Night: Holloway vs. Jung,Singapore,2023-08-26,Rinya Nakamura,Fernando Garcia,Rinya Nakamura,-714,500,Rinya Nakamura,favorite
UFC Fight Night: Holloway vs. Jung,Singapore,2023-08-26,Erin Blanchfield,Taila Santos,Erin Blanchfield,-130,115,Erin Blanchfield,favorite
UFC Fight Night: Holloway vs. Jung,Singapore,2023-08-26,Toshiomi Kazama,Garrett Armfield,Garrett Armfield,150,-161,Garrett Armfield,favorite
UFC Fight Night: Holloway vs. Jung,Singapore,2023-08-26,Chidi Njokuani,Michal Oleksiejczuk,Michal Oleksiejczuk,100,-120,Michal Oleksiejczuk,favorite
UFC Fight Night: Holloway vs. Jung,Singapore,2023-08-26,Kenan Song,Rolando Bedoya,Kenan Song,205,-233,Rolando Bedoya,underdog
UFC Fight Night: Holloway vs. Jung,Singapore,2023-08-26,Yusaku Kinoshita,Billy Goff,Billy Goff,-161,135,Yusaku Kinoshita,underdog
UFC Fight Night: Holloway vs. Jung,Singapore,2023-08-26,Na Liang,J.J. Aldrich,J.J. Aldrich,480,-588,J.J. Aldrich,favorite
UFC Fight Night: Holloway vs. Jung,Singapore,2023-08-26,Seung Woo Choi,Jarno Errens,Seung Woo Choi,-238,200,Seung Woo Choi,favorite
UFC 293,Sydney,2023-09-09,Israel Adesanya,Sean Strickland,Sean Strickland,-455,480,Israel Adesanya,underdog
UFC 293,Sydney,2023-09-09,Tai Tuivasa,Alexander Volkov,Alexander Volkov,205,-244,Alexander Volkov,favorite
UFC 293,Sydney,2023-09-09,Manel Kape,Felipe Dos Santos,Manel Kape,-417,323,Manel Kape,favorite
UFC 293,Sydney,2023-09-09,Justin Tafa,Austen Lane,Justin Tafa,-208,190,Justin Tafa,favorite
UFC 293,Sydney,2023-09-09,Tyson Pedro,Anton Turkalj,Tyson Pedro,100,-105,Anton Turkalj,underdog
UFC 293,Sydney,2023-09-09,Carlos Ulberg,Da Woon Jung,Carlos Ulberg,-286,220,Carlos Ulberg,favorite
UFC 293,Sydney,2023-09-09,Jack Jenkins,Jose Mariscal,Jose Mariscal,-204,170,Jack Jenkins,underdog
UFC 293,Sydney,2023-09-09,Jamie Mullarkey,John Makdessi,Jamie Mullarkey,-250,215,Jamie Mullarkey,favorite
UFC 293,Sydney,2023-09-09,Nasrat Haqparast,Landon Quiñones,Nasrat Haqparast,-500,375,Nasrat Haqparast,favorite
UFC 293,Sydney,2023-09-09,Mike Mathetha,Charlie Radtke,Charlie Radtke,270,-250,Charlie Radtke,favorite
UFC 293,Sydney,2023-09-09,Shane Young,Gabriel Miranda,Gabriel Miranda,-161,145,Shane Young,underdog
UFC 293,Sydney,2023-09-09,Kevin Jousset,Kiefer Crosbie,Kevin Jousset,-154,145,Kevin Jousset,favorite
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas,2023-09-16,Kevin Holland,Jack Della Maddalena,Jack Della Maddalena,100,-102,Jack Della Maddalena,favorite
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas,2023-09-16,Raul Rosas Jr,Terrence Mitchell,Raul Rosas Jr,-769,550,Raul Rosas Jr,favorite
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas,2023-09-16,Daniel Zellhuber,Christos Giagos,Daniel Zellhuber,-250,210,Daniel Zellhuber,favorite
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas,2023-09-16,Fernando Padilla,Kyle Nelson,Kyle Nelson,-250,215,Fernando Padilla,underdog
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas,2023-09-16,Lupita Godinez,Elise Reed,Lupita Godinez,-417,340,Lupita Godinez,favorite
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas,2023-09-16,Josh Fremd,Roman Kopylov,Roman Kopylov,300,-417,Roman Kopylov,favorite
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas,2023-09-16,Tracy Cortez,Jasmine Jasudavicius,Tracy Cortez,-108,110,Tracy Cortez,favorite
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas,2023-09-16,Alex Reyes,Charlie Campbell,Charlie Campbell,400,-556,Charlie Campbell,favorite
UFC Fight Night: Grasso vs. Shevchenko II,Las Vegas,2023-09-16,Marnic Mann,Josefine Knutsson,Josefine Knutsson,500,-714,Josefine Knutsson,favorite
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,2023-09-23,Rafael Fiziev,Mateusz Gamrot,Mateusz Gamrot,-161,140,Rafael Fiziev,underdog
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,2023-09-23,Bryce Mitchell,Dan Ige,Bryce Mitchell,-200,170,Bryce Mitchell,favorite
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,2023-09-23,Marina Alcalde Rodriguez,Michelle Waterson,Marina Alcalde Rodriguez,-303,255,Marina Alcalde Rodriguez,favorite
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,2023-09-23,Bryan Battle,A.J. Fletcher,Bryan Battle,-179,150,Bryan Battle,favorite
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,2023-09-23,Charles Jourdain,Ricardo Ramos,Charles Jourdain,-143,120,Charles Jourdain,favorite
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,2023-09-23,Miles Johns,Dan Argueta,Miles Johns,146,-172,Dan Argueta,underdog
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,2023-09-23,Tim Means,Andre Fialho,Tim Means,150,-175,Andre Fialho,underdog
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,2023-09-23,Jacob Malkoun,Cody Brundage,Cody Brundage,-588,425,Jacob Malkoun,underdog
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,2023-09-23,Jake Collier,Mohammed Usman,Mohammed Usman,102,-122,Mohammed Usman,favorite
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,2023-09-23,Mizuki Inoue,Hannah Goldy,Mizuki Inoue,-333,270,Mizuki Inoue,favorite
UFC Fight Night: Fiziev vs. Gamrot,Las Vegas,2023-09-23,Montserrat Rendon,Tamires Vidal,Montserrat Rendon,180,-227,Tamires Vidal,underdog
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada",2023-10-07,Grant Dawson,Bobby Green,Bobby Green,-345,375,Grant Dawson,underdog
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada",2023-10-07,Abdul Razak Alhassan,Joe Pyfer,Joe Pyfer,370,-345,Joe Pyfer,favorite
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada",2023-10-07,Alex Morono,Joaquin Buckley,Joaquin Buckley,164,-175,Joaquin Buckley,favorite
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada",2023-10-07,Drew Dober,Rick Glenn,Drew Dober,-400,350,Drew Dober,favorite
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada",2023-10-07,Alexander Hernandez,Bill Algeo,Bill Algeo,-118,105,Alexander Hernandez,underdog
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada",2023-10-07,Karolina Kowalkiewicz,Diana Belbita,Karolina Kowalkiewicz,-139,119,Karolina Kowalkiewicz,favorite
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada",2023-10-07,Nathan Maness,Mateus Mendonca,Nathan Maness,220,-250,Mateus Mendonca,underdog
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada",2023-10-07,Vanessa Demopoulos,Kanako Murata,Vanessa Demopoulos,300,-333,Kanako Murata,underdog
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada",2023-10-07,Qileng Aori,Johnny Munoz,Qileng Aori,-110,-105,Qileng Aori,favorite
UFC Fight Night: Dawson vs. Green,"Las Vegas, Nevada",2023-10-07,Montana De La Rosa,J.J. Aldrich,J.J. Aldrich,-156,137,Montana De La Rosa,underdog
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada",2023-10-14,Sodiq Yusuff,Edson Barboza,Edson Barboza,-164,140,Sodiq Yusuff,underdog
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada",2023-10-14,Jennifer Maia,Viviane Araujo,Viviane Araujo,-149,125,Jennifer Maia,underdog
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada",2023-10-14,Adrian Yanez,Jonathan Martinez,Jonathan Martinez,-112,-105,Adrian Yanez,underdog
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada",2023-10-14,Michel Pereira,Andre Petroski,Michel Pereira,-189,165,Michel Pereira,favorite
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada",2023-10-14,Christian Rodriguez,Cameron Saaiman,Christian Rodriguez,-164,138,Christian Rodriguez,favorite
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada",2023-10-14,Darren Elkins,T.J. Brown,Darren Elkins,170,-200,T.J. Brown,underdog
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada",2023-10-14,Tainara Lisboa,Ravena Oliveira,Tainara Lisboa,-303,240,Tainara Lisboa,favorite
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada",2023-10-14,Terrance McKinney,Brendon Marotte,Terrance McKinney,-556,420,Terrance McKinney,favorite
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada",2023-10-14,Irina Alekseeva,Melissa Mullins,Melissa Mullins,110,-149,Melissa Mullins,favorite
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada",2023-10-14,Chris Gutierrez,Heili Alateng,Chris Gutierrez,-278,235,Chris Gutierrez,favorite
UFC Fight Night: Yusuff vs. Barboza,"Las Vegas, Nevada",2023-10-14,Ashley Yoder,Emily Ducote,Emily Ducote,275,-333,Emily Ducote,favorite
UFC 294,Abu Dhabi,2023-10-21,Islam Makhachev,Alex Volkanovski,Islam Makhachev,-233,220,Islam Makhachev,favorite
UFC 294,Abu Dhabi,2023-10-21,Kamaru Usman,Khamzat Chimaev,Khamzat Chimaev,320,-303,Khamzat Chimaev,favorite
UFC 294,Abu Dhabi,2023-10-21,Warlley Alves,Ikram Aliskerov,Ikram Aliskerov,500,-588,Ikram Aliskerov,favorite
UFC 294,Abu Dhabi,2023-10-21,Said Nurmagomedov,Muin Gafurov,Said Nurmagomedov,-303,270,Said Nurmagomedov,favorite
UFC 294,Abu Dhabi,2023-10-21,Tim Elliott,Muhammad Mokaev,Muhammad Mokaev,360,-435,Muhammad Mokaev,favorite
UFC 294,Abu Dhabi,2023-10-21,Trevor Peek,Mohammad Yahya,Trevor Peek,-179,170,Trevor Peek,favorite
UFC 294,Abu Dhabi,2023-10-21,Sedriques Dumas,Abu Azaitar,Sedriques Dumas,-233,205,Sedriques Dumas,favorite
UFC 294,Abu Dhabi,2023-10-21,Anshul Jubli,Mike Breeden,Mike Breeden,-256,225,Anshul Jubli,underdog
UFC 294,Abu Dhabi,2023-10-21,Nathaniel Wood,Muhammadjon Naimov,Muhammadjon Naimov,-303,235,Nathaniel Wood,underdog
UFC 294,Abu Dhabi,2023-10-21,Jinh Yu Frey,Viktoriya Dudakova,Viktoriya Dudakova,430,-500,Viktoriya Dudakova,favorite
UFC 294,Abu Dhabi,2023-10-21,Bruno Silva,Sharabutdin Magomedov,Sharabutdin Magomedov,240,-312,Sharabutdin Magomedov,favorite
UFC 295,New York,2023-11-11,Jiri Prochazka,Alex Pereira,Alex Pereira,105,-108,Alex Pereira,favorite
UFC 295,New York,2023-11-11,Tom Aspinall,Sergey Pavlovich,Tom Aspinall,-105,105,Tom Aspinall,favorite
UFC 295,New York,2023-11-11,Jessica Andrade,Mackenzie Dern,Jessica Andrade,205,-200,Mackenzie Dern,underdog
UFC 295,New York,2023-11-11,Matt Frevola,Benoit Saint-Denis,Benoit Saint-Denis,195,-227,Benoit Saint-Denis,favorite
UFC 295,New York,2023-11-11,Pat Sabatini,Diego Lopes,Diego Lopes,-115,105,Pat Sabatini,underdog
UFC 295,New York,2023-11-11,Tabatha Ricci,Lupita Godinez,Lupita Godinez,180,-169,Lupita Godinez,favorite
UFC 295,New York,2023-11-11,Alessandro Costa,Steve Erceg,Steve Erceg,200,-189,Steve Erceg,favorite
UFC 295,New York,2023-11-11,Mateusz Rebecki,Roosevelt Roberts,Mateusz Rebecki,-714,570,Mateusz Rebecki,favorite
UFC 295,New York,2023-11-11,Jared Gordon,Mark O. Madsen,Jared Gordon,-189,190,Jared Gordon,favorite
UFC 295,New York,2023-11-11,Kyung Ho Kang,John Castaneda,John Castaneda,120,-110,John Castaneda,favorite
UFC 295,New York,2023-11-11,Joshua Van,Kevin Borjas,Joshua Van,-227,205,Joshua Van,favorite
UFC 295,New York,2023-11-11,Jamall Emmers,Dennis Buzukja,Jamall Emmers,-238,210,Jamall Emmers,favorite
UFC Fight Night: Allen vs. Craig,Las Vegas,2023-11-18,Brendan Allen,Paul Craig,Brendan Allen,-435,360,Brendan Allen,favorite
UFC Fight Night: Allen vs. Craig,Las Vegas,2023-11-18,Jake Matthews,Michael Morales,Michael Morales,275,-303,Michael Morales,favorite
UFC Fight Night: Allen vs. Craig,Las Vegas,2023-11-18,Jordan Leavitt,Chase Hooper,Chase Hooper,172,-196,Chase Hooper,favorite
UFC Fight Night: Allen vs. Craig,Las Vegas,2023-11-18,Payton Talbott,Nick Aguirre,Payton Talbott,-714,600,Payton Talbott,favorite
UFC Fight Night: Allen vs. Craig,Las Vegas,2023-11-18,Amanda Ribas,Luana Pinheiro,Amanda Ribas,-185,200,Amanda Ribas,favorite
UFC Fight Night: Allen vs. Craig,Las Vegas,2023-11-18,Uros Medic,Myktybek Orolbai,Myktybek Orolbai,-105,-110,Myktybek Orolbai,favorite
UFC Fight Night: Allen vs. Craig,Las Vegas,2023-11-18,Jonathan Pearce,Joanderson Brito,Joanderson Brito,-125,125,Jonathan Pearce,underdog
UFC Fight Night: Allen vs. Craig,Las Vegas,2023-11-18,Chad Anheliger,Jose Johnson,Jose Johnson,188,-196,Jose Johnson,favorite
UFC Fight Night: Allen vs. Craig,Las Vegas,2023-11-18,Christian Duncan,Denis Tiuliulin,Christian Duncan,-556,460,Christian Duncan,favorite
UFC Fight Night: Allen vs. Craig,Las Vegas,2023-11-18,Michael Parkin,Caio Machado (2),Michael Parkin,-345,320,Michael Parkin,favorite
UFC Fight Night: Allen vs. Craig,Las Vegas,2023-11-18,Jeka Asparido Saragih,Lucas Alexander,Jeka Asparido Saragih,430,-455,Lucas Alexander,underdog
UFC Fight Night: Allen vs. Craig,Las Vegas,2023-11-18,Lucie Pudilova,Ailin Perez,Ailin Perez,160,-175,Ailin Perez,favorite
UFC Fight Night: Allen vs. Craig,Las Vegas,2023-11-18,Charles Johnson,Rafael Estevam,Rafael Estevam,128,-141,Rafael Estevam,favorite
UFC Fight Night: Dariush vs. Tsarukyan,"Austin, Texas",2023-12-02,Beneil Dariush,Arman Tsarukyan,Arman Tsarukyan,255,-263,Arman Tsarukyan,favorite
UFC Fight Night: Dariush vs. Tsarukyan,"Austin, Texas",2023-12-02,Bobby Green,Jalin Turner,Jalin Turner,154,-164,Jalin Turner,favorite
UFC Fight Night: Dariush vs. Tsarukyan,"Austin, Texas",2023-12-02,Deiveson Figueiredo,Rob Font,Deiveson Figueiredo,120,-120,Rob Font,underdog
UFC Fight Night: Dariush vs. Tsarukyan,"Austin, Texas",2023-12-02,Sean Brady,Kelvin Gastelum,Sean Brady,-110,105,Sean Brady,favorite
UFC Fight Night: Dariush vs. Tsarukyan,"Austin, Texas",2023-12-02,Clay Guida,Joaquim Silva,Joaquim Silva,275,-323,Joaquim Silva,favorite
UFC Fight Night: Dariush vs. Tsarukyan,"Austin, Texas",2023-12-02,Punahele Soriano,Dustin Stoltzfus,Dustin Stoltzfus,-263,290,Punahele Soriano,underdog
UFC Fight Night: Dariush vs. Tsarukyan,"Austin, Texas",2023-12-02,Miesha Tate,Julia Avila,Miesha Tate,125,-135,Julia Avila,underdog
UFC Fight Night: Dariush vs. Tsarukyan,"Austin, Texas",2023-12-02,Zachary Reese,Cody Brundage,Cody Brundage,-227,225,Zachary Reese,underdog
UFC Fight Night: Dariush vs. Tsarukyan,"Austin, Texas",2023-12-02,Joe Solecki,Drakkar Klose,Drakkar Klose,115,-125,Drakkar Klose,favorite
UFC Fight Night: Dariush vs. Tsarukyan,"Austin, Texas",2023-12-02,Ihor Potieria,Rodolfo Bellato,Rodolfo Bellato,350,-400,Rodolfo Bellato,favorite
UFC Fight Night: Dariush vs. Tsarukyan,"Austin, Texas",2023-12-02,Wellington Turman,Jared Gooden,Jared Gooden,-189,180,Wellington Turman,underdog
UFC Fight Night: Dariush vs. Tsarukyan,"Austin, Texas",2023-12-02,Jamey Lyn-Horth,Veronica Hardy,Veronica Hardy,-175,170,Jamey Lyn-Horth,underdog
UFC Fight Night: Song vs. Gutierrez,"Last Vegas, Nevada",2023-12-09,Yadong Song,Chris Gutierrez,Yadong Song,-345,310,Yadong Song,favorite
UFC Fight Night: Song vs. Gutierrez,"Last Vegas, Nevada",2023-12-09,Khalil Rountree,Anthony Smith,Khalil Rountree,-189,185,Khalil Rountree,favorite
UFC Fight Night: Song vs. Gutierrez,"Last Vegas, Nevada",2023-12-09,Nasrat Haqparast,Jamie Mullarkey,Nasrat Haqparast,-185,170,Nasrat Haqparast,favorite
UFC Fight Night: Song vs. Gutierrez,"Last Vegas, Nevada",2023-12-09,Su Mudaerji,Tim Elliott,Tim Elliott,143,-154,Tim Elliott,favorite
UFC Fight Night: Song vs. Gutierrez,"Last Vegas, Nevada",2023-12-09,Andre Muniz,Jun Yong Park,Andre Muniz,170,-182,Jun Yong Park,underdog
UFC Fight Night: Song vs. Gutierrez,"Last Vegas, Nevada",2023-12-09,Kenan Song,Kevin Jousset,Kevin Jousset,140,-141,Kevin Jousset,favorite
UFC Fight Night: Song vs. Gutierrez,"Last Vegas, Nevada",2023-12-09,Hyun Sung Park,Shannon Ross,Hyun Sung Park,-500,500,Hyun Sung Park,favorite
UFC Fight Night: Song vs. Gutierrez,"Last Vegas, Nevada",2023-12-09,Steve Garcia,Melquizael Costa,Steve Garcia,215,-238,Melquizael Costa,underdog
UFC Fight Night: Song vs. Gutierrez,"Last Vegas, Nevada",2023-12-09,Stephanie Egger,Luana Santos,Luana Santos,145,-149,Luana Santos,favorite
UFC Fight Night: Song vs. Gutierrez,"Last Vegas, Nevada",2023-12-09,Tatsuro Taira,Carlos Hernandez,Tatsuro Taira,-556,460,Tatsuro Taira,favorite
UFC Fight Night: Song vs. Gutierrez,"Last Vegas, Nevada",2023-12-09,Rayanne Amanda,Talita Alencar,Talita Alencar,-154,136,Rayanne Amanda,underdog
UFC 296,"Las Vegas, Nevada",2023-12-16,Leon Edwards,Colby Covington,Leon Edwards,-154,140,Leon Edwards,favorite
UFC 296,"Las Vegas, Nevada",2023-12-16,Alexandre Pantoja,Brandon Royval,Alexandre Pantoja,-189,190,Alexandre Pantoja,favorite
UFC 296,"Las Vegas, Nevada",2023-12-16,Shavkat Rakhmonov,Stephen Thompson,Shavkat Rakhmonov,-588,500,Shavkat Rakhmonov,favorite
UFC 296,"Las Vegas, Nevada",2023-12-16,Paddy Pimblett,Tony Ferguson,Paddy Pimblett,-303,295,Paddy Pimblett,favorite
UFC 296,"Las Vegas, Nevada",2023-12-16,Bryce Mitchell,Josh Emmett,Josh Emmett,-250,230,Bryce Mitchell,underdog
UFC 296,"Las Vegas, Nevada",2023-12-16,Alonzo Menifield,Dustin Jacoby,Alonzo Menifield,240,-263,Dustin Jacoby,underdog
UFC 296,"Las Vegas, Nevada",2023-12-16,Irene Aldana,Karol Rosa,Irene Aldana,-175,156,Irene Aldana,favorite
UFC 296,"Las Vegas, Nevada",2023-12-16,Cody Garbrandt,Brian Kelleher,Cody Garbrandt,-175,165,Cody Garbrandt,favorite
UFC 296,"Las Vegas, Nevada",2023-12-16,Casey O'Neill,Ariane da Silva,Ariane da Silva,-175,163,Casey O'Neill,underdog
UFC 296,"Las Vegas, Nevada",2023-12-16,Tagir Ulanbekov,Cody Durden,Tagir Ulanbekov,-164,155,Tagir Ulanbekov,favorite
UFC 296,"Las Vegas, Nevada",2023-12-16,Andre Fili,Lucas Almeida,Andre Fili,-164,146,Andre Fili,favorite
UFC 296,"Las Vegas, Nevada",2023-12-16,Shamil Gaziev,Martin Buday,Shamil Gaziev,120,-115,Martin Buday,underdog
UFC 297,"Toronto, Ontario",2024-01-20,Sean Strickland,Dricus Du Plessis,Dricus Du Plessis,-103,-108,Dricus Du Plessis,favorite
UFC 297,"Toronto, Ontario",2024-01-20,Raquel Pennington,Mayra Bueno Silva,Raquel Pennington,155,-161,Mayra Bueno Silva,underdog
UFC 297,"Toronto, Ontario",2024-01-20,Neil Magny,Mike Malott,Neil Magny,320,-333,Mike Malott,underdog
UFC 297,"Toronto, Ontario",2024-01-20,Chris Curtis,Marc-Andre Barriault,Chris Curtis,-169,160,Chris Curtis,favorite
